tax_id,Org_name-new_name,Org_name,GeneID,CurrentID,Status,Symbol,Symbol CAPS,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1
28377,A,Anolis carolinensis,100562692,0,live,slc44a1,slc44a1,,solute carrier family 44 member 1,"choline transporter-like protein 1|solute carrier family 44 (choline transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100556497,0,live,slc44a2,slc44a2,,solute carrier family 44 member 2,"choline transporter-like protein 2|solute carrier family 44 (choline transporter), member 2",,2,NC_014777.1,80492580,80571771,plus,24,,
28377,A,Anolis carolinensis,100565696,0,live,slc44a3,slc44a3,,solute carrier family 44 member 3,choline transporter-like protein 3,,4,NC_014779.1,89219332,89284749,plus,16,,
28377,A,Anolis carolinensis,100556571,0,live,slc44a4,slc44a4,,solute carrier family 44 member 4,choline transporter-like protein 4,,2,NC_014777.1,194471033,194511189,plus,18,,
28377,A,Anolis carolinensis,103279375,0,live,slc44a5,slc44a5,,solute carrier family 44 member 5,choline transporter-like protein 5,,Un,,,,,,,
28377,A,Anolis carolinensis,100561994,0,live,slc45a1,slc45a1,,solute carrier family 45 member 1,proton-associated sugar transporter A,,Un,,,,,,,
103695,B,Pogona vitticeps,110086294,0,live,SLC45A2,slc45a2,,solute carrier family 45 member 2,membrane-associated transporter protein,,Un,,,,,,,
28377,A,Anolis carolinensis,100564460,0,live,slc45a3,slc45a3,,solute carrier family 45 member 3,solute carrier family 45 member 3,,Un,,,,,,,
28377,A,Anolis carolinensis,100556899,0,live,slc45a4,slc45a4,,solute carrier family 45 member 4,solute carrier family 45 member 4,,4,NC_014779.1,15134833,15273118,plus,13,,
28377,A,Anolis carolinensis,100564942,0,live,slc46a1,slc46a1,,solute carrier family 46 member 1,"proton-coupled folate transporter|solute carrier family 46 (folate transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100561292,0,live,slc46a2,slc46a2,,solute carrier family 46 member 2,thymic stromal cotransporter homolog,,2,NC_014777.1,57927095,57940313,minus,4,,
28377,A,Anolis carolinensis,100561301,0,live,slc46a3,slc46a3,,solute carrier family 46 member 3,solute carrier family 46 member 3,,3,NC_014778.1,185540741,185569510,plus,7,,
103695,B,Pogona vitticeps,110087421,0,live,SLC47A1,slc47a1,,solute carrier family 47 member 1,multidrug and toxin extrusion protein 1,,Un,,,,,,,
9031,J,Gallus gallus,417616,0,live,SLC47A2,slc47a2,,solute carrier family 47 member 2,multidrug and toxin extrusion protein 1,,19,NC_006106.5,7001488,7007225,minus,18,,
28377,A,Anolis carolinensis,100556459,0,live,slc48a1,slc48a1,,solute carrier family 48 member 1,"heme transporter HRG1|solute carrier family 48 (heme transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100561505,0,live,slc49a3,slc49a3,mfsd7,solute carrier family 49 member 3,major facilitator superfamily domain-containing protein 7|major facilitator superfamily domain containing 7,,Un,,,,,,,
28377,A,Anolis carolinensis,100564695,0,live,slc49a4,slc49a4,dirc2,solute carrier family 49 member 4,disrupted in renal carcinoma protein 2|disrupted in renal carcinoma 2|disrupted in renal carcinoma protein 2 homolog,,1,NC_014776.1,83298940,83398029,minus,9,,
28377,A,Anolis carolinensis,100563543,0,live,slc4a1,slc4a1,,solute carrier family 4 member 1 (Diego blood group),"band 3 anion transport protein|solute carrier family 4 (anion exchanger), member 1 (Diego blood group)|solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)",,6,NC_014781.1,66789007,66846518,minus,21,,
28377,A,Anolis carolinensis,100554511,0,live,slc4a10,slc4a10,,solute carrier family 4 member 10,"sodium-driven chloride bicarbonate exchanger|solute carrier family 4, sodium bicarbonate transporter, member 10",,Un,,,,,,,
28377,A,Anolis carolinensis,100561123,0,live,slc4a11,slc4a11,,solute carrier family 4 member 11,"sodium bicarbonate transporter-like protein 11|solute carrier family 4, sodium borate transporter, member 11",,Un,,,,,,,
28377,A,Anolis carolinensis,100552251,0,live,slc4a1ap,slc4a1ap,,solute carrier family 4 member 1 adaptor protein,"kanadaptin|solute carrier family 4 (anion exchanger), member 1, adaptor protein",,2,NC_014777.1,125217603,125239006,plus,14,,
28377,A,Anolis carolinensis,100559030,0,live,slc4a2,slc4a2,,solute carrier family 4 member 2,"anion exchange protein 2|solute carrier family 4 (anion exchanger), member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100560697,0,live,slc4a3,slc4a3,,solute carrier family 4 member 3,"anion exchange protein 3|solute carrier family 4 (anion exchanger), member 3",,1,NC_014776.1,94335776,94371574,minus,20,,
28377,A,Anolis carolinensis,100559398,0,live,slc4a4,slc4a4,,solute carrier family 4 member 4,"electrogenic sodium bicarbonate cotransporter 1|solute carrier family 4 (sodium bicarbonate cotransporter), member 4",,5,NC_014780.1,147321193,147546535,plus,24,,
28377,A,Anolis carolinensis,103281656,0,live,slc4a5,slc4a5,,solute carrier family 4 member 5,"electrogenic sodium bicarbonate cotransporter 4|solute carrier family 4 (sodium bicarbonate cotransporter), member 5",,Un,,,,,,,
28377,A,Anolis carolinensis,100553488,0,live,slc4a7,slc4a7,,solute carrier family 4 member 7,"sodium bicarbonate cotransporter 3|solute carrier family 4, sodium bicarbonate cotransporter, member 7",,1,NC_014776.1,196335675,196428613,plus,28,,
28377,A,Anolis carolinensis,100561875,0,live,slc4a8,slc4a8,,solute carrier family 4 member 8,"electroneutral sodium bicarbonate exchanger 1|solute carrier family 4, sodium bicarbonate cotransporter, member 8",,Un,,,,,,,
28377,A,Anolis carolinensis,100561955,0,live,slc4a9,slc4a9,,solute carrier family 4 member 9,"anion exchange protein 4|solute carrier family 4, sodium bicarbonate cotransporter, member 9",,4,NC_014779.1,78055475,78119423,minus,22,,
28377,A,Anolis carolinensis,103277537,0,live,slc50a1,slc50a1,,solute carrier family 50 member 1,"sugar transporter SWEET1|solute carrier family 50 (sugar efflux transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100560747,0,live,slc51a,slc51a,,solute carrier family 51 subunit alpha,organic solute transporter subunit alpha|solute carrier family 51 alpha subunit,,Un,,,,,,,
9031,J,Gallus gallus,772218,0,live,SLC51AL,slc51al,,organic solute transporter subunit alpha-like,organic solute transporter subunit alpha,,1,NC_006088.5,119589086,119599841,minus,9,,
28377,A,Anolis carolinensis,100568000,0,live,slc51b,slc51b,,solute carrier family 51 subunit beta,organic solute transporter subunit beta|solute carrier family 51 beta subunit,,Un,,,,,,,
103695,B,Pogona vitticeps,110084833,0,live,SLC52A2,slc52a2,,solute carrier family 52 member 2,"solute carrier family 52, riboflavin transporter, member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100560536,0,live,slc52a3,slc52a3,,solute carrier family 52 member 3,"LOW QUALITY PROTEIN: solute carrier family 52, riboflavin transporter, member 3|solute carrier family 52 (riboflavin transporter), member 3",,Un,,,,,,,
103695,B,Pogona vitticeps,110082003,0,live,SLC5A1,slc5a1,,solute carrier family 5 member 1,sodium/glucose cotransporter 1,,Un,,,,,,,
103695,B,Pogona vitticeps,110090798,0,live,SLC5A10,slc5a10,,solute carrier family 5 member 10,sodium/glucose cotransporter 5,,Un,,,,,,,
103695,B,Pogona vitticeps,110085008,0,live,SLC5A11,slc5a11,,solute carrier family 5 member 11,sodium/myo-inositol cotransporter 2,,Un,,,,,,,
28377,A,Anolis carolinensis,100560865,0,live,slc5a12,slc5a12,,solute carrier family 5 member 12,"sodium-coupled monocarboxylate transporter 2|solute carrier family 5 (sodium/glucose cotransporter), member 12|solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12",,Un,,,,,,,
28377,A,Anolis carolinensis,100557391,0,live,slc5a2,slc5a2,,solute carrier family 5 member 2,"sodium/glucose cotransporter 2|solute carrier family 5 (sodium/glucose cotransporter), member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100560707,0,live,slc5a3,slc5a3,,solute carrier family 5 member 3,"LOW QUALITY PROTEIN: sodium/myo-inositol cotransporter|solute carrier family 5 (sodium/myo-inositol cotransporter), member 3",,3,NC_014778.1,142680775,142694791,minus,2,,
103695,B,Pogona vitticeps,110072501,0,live,SLC5A5,slc5a5,,solute carrier family 5 member 5,sodium/iodide cotransporter,,Un,,,,,,,
28377,A,Anolis carolinensis,100565212,0,live,slc5a6,slc5a6,,solute carrier family 5 member 6,"sodium-dependent multivitamin transporter|solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6",,Un,,,,,,,
28377,A,Anolis carolinensis,100562419,0,live,slc5a7,slc5a7,,solute carrier family 5 member 7,"high affinity choline transporter 1|solute carrier family 5 (sodium/choline cotransporter), member 7",,3,NC_014778.1,107703607,107738179,minus,9,,
146911,C,Gekko japonicus,107118895,0,live,SLC5A8,slc5a8,,solute carrier family 5 member 8,sodium-coupled monocarboxylate transporter 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100563480,0,live,slc5a9,slc5a9,,solute carrier family 5 member 9,"sodium/glucose cotransporter 4|solute carrier family 5 (sodium/glucose cotransporter), member 9|solute carrier family 5 (sodium/sugar cotransporter), member 9",,Un,,,,,,,
103695,B,Pogona vitticeps,110073205,0,live,SLC66A1,slc66a1,PQLC2,solute carrier family 66 member 1,lysosomal amino acid transporter 1 homolog|PQ loop repeat containing 2,,Un,,,,,,,
103695,B,Pogona vitticeps,110078070,0,live,SLC66A1L,slc66a1l,PQLC2L,solute carrier family 66 member 1 like,LOW QUALITY PROTEIN: putative uncharacterized protein PQLC2L|PQ loop repeat containing 2 like,,Un,,,,,,,
28377,A,Anolis carolinensis,100559257,0,live,slc66a2,slc66a2,pqlc1,solute carrier family 66 member 2,PQ-loop repeat-containing protein 1|PQ loop repeat containing 1,,4,NC_014779.1,53042901,53113506,minus,7,,
28377,A,Anolis carolinensis,100566854,0,live,slc66a3,slc66a3,pqlc3,solute carrier family 66 member 3,PQ-loop repeat-containing protein 3|PQ loop repeat containing 3,,1,NC_014776.1,147164029,147181637,minus,7,,
28377,A,Anolis carolinensis,100556107,0,live,slc6a1,slc6a1,,solute carrier family 6 member 1,"sodium- and chloride-dependent GABA transporter 1|solute carrier family 6 (neurotransmitter transporter), member 1",,2,NC_014777.1,157489247,157610972,plus,15,,
28377,A,Anolis carolinensis,100555912,0,live,slc6a11,slc6a11,,solute carrier family 6 member 11,"sodium- and chloride-dependent GABA transporter 3|solute carrier family 6 (neurotransmitter transporter), member 11",,2,NC_014777.1,157191743,157345895,plus,15,,
28377,A,Anolis carolinensis,100551873,0,live,slc6a12,slc6a12,,solute carrier family 6 member 12,"sodium- and chloride-dependent betaine transporter|solute carrier family 6 (neurotransmitter transporter), member 12|solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12",,5,NC_014780.1,11738902,11808506,minus,14,,
94885,G,Pantherophis guttatus,117655397,0,live,SLC6A13,slc6a13,,solute carrier family 6 member 13,sodium- and chloride-dependent GABA transporter 2,,Un,,,,,,,
28377,A,Anolis carolinensis,100565725,0,live,slc6a14,slc6a14,,solute carrier family 6 member 14,"sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)|solute carrier family 6 (amino acid transporter), member 14",,Un,,,,,,,
28377,A,Anolis carolinensis,100559265,0,live,slc6a15,slc6a15,,solute carrier family 6 member 15,"sodium-dependent neutral amino acid transporter B(0)AT2|solute carrier family 6 (neutral amino acid transporter), member 15",,5,NC_014780.1,35045787,35097133,plus,12,,
28377,A,Anolis carolinensis,100562105,0,live,slc6a16,slc6a16,,solute carrier family 6 member 16,orphan sodium- and chloride-dependent neurotransmitter transporter NTT5,,Un,,,,,,,
28377,A,Anolis carolinensis,100554876,0,live,slc6a17,slc6a17,,solute carrier family 6 member 17,"sodium-dependent neutral amino acid transporter SLC6A17|solute carrier family 6 (neutral amino acid transporter), member 17",,4,NC_014779.1,106384816,106432032,plus,12,,
8496,I,Alligator mississippiensis,106736619,0,live,SLC6A18,slc6a18,"Y1Q_0015439, SLC6A20",solute carrier family 6 member 18,sodium-dependent neutral amino acid transporter B(0)AT3|sodium- and chloride-dependent transporter XTRP3,,Un,,,,,,,
28377,A,Anolis carolinensis,100559327,0,live,slc6a19,slc6a19,,solute carrier family 6 member 19,"sodium-dependent neutral amino acid transporter B(0)AT1|solute carrier family 6 (neutral amino acid transporter), member 19",,4,NC_014779.1,68057587,68086838,plus,12,,
28377,A,Anolis carolinensis,100557960,0,live,slc6a2,slc6a2,,solute carrier family 6 member 2,"sodium-dependent noradrenaline transporter|solute carrier family 6 (neurotransmitter transporter), member 2",,c,NC_014784.1,2383440,2467921,plus,13,,
28377,A,Anolis carolinensis,100556604,0,live,slc6a20,slc6a20,,solute carrier family 6 member 20,"sodium- and chloride-dependent transporter XTRP3|solute carrier family 6 (proline IMINO transporter), member 20",,Un,,,,,,,
28377,A,Anolis carolinensis,100562250,0,live,slc6a4,slc6a4,,solute carrier family 6 member 4,"sodium-dependent serotonin transporter|solute carrier family 6 (neurotransmitter transporter), member 4|solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",,Un,,,,,,,
28377,A,Anolis carolinensis,100566982,0,live,slc6a5,slc6a5,,solute carrier family 6 member 5,"sodium- and chloride-dependent glycine transporter 2|solute carrier family 6 (neurotransmitter transporter), member 5|solute carrier family 6 (neurotransmitter transporter, glycine), member 5",,1,NC_014776.1,57161681,57255314,plus,15,,
28377,A,Anolis carolinensis,100553561,0,live,slc6a6,slc6a6,,solute carrier family 6 member 6,"sodium- and chloride-dependent taurine transporter|solute carrier family 6 (neurotransmitter transporter), member 6",,2,NC_014777.1,169729903,169792211,plus,17,,
28377,A,Anolis carolinensis,100555590,0,live,slc6a7,slc6a7,,solute carrier family 6 member 7,"sodium-dependent proline transporter|solute carrier family 6 (neurotransmitter transporter), member 7",,2,NC_014777.1,139307585,139346385,minus,16,,
28377,A,Anolis carolinensis,100561420,0,live,slc6a8,slc6a8,,solute carrier family 6 member 8,"sodium- and chloride-dependent creatine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 8",,2,NC_014777.1,86877325,86918353,minus,12,,
28377,A,Anolis carolinensis,100567457,0,live,slc6a9,slc6a9,,solute carrier family 6 member 9,"sodium- and chloride-dependent glycine transporter 1|solute carrier family 6 (neurotransmitter transporter, glycine), member 9",,4,NC_014779.1,108948460,109019493,minus,15,,
28377,A,Anolis carolinensis,100555920,0,live,slc7a1,slc7a1,,solute carrier family 7 member 1,"high affinity cationic amino acid transporter 1|solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",,3,NC_014778.1,184999280,185043832,plus,12,,
28377,A,Anolis carolinensis,100555939,0,live,slc7a10,slc7a10,,solute carrier family 7 member 10,"asc-type amino acid transporter 1|solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10",,Un,,,,,,,
28377,A,Anolis carolinensis,100556907,0,live,slc7a11,slc7a11,,solute carrier family 7 member 11,"cystine/glutamate transporter|solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",,5,NC_014780.1,120681843,120752001,plus,12,,
28377,A,Anolis carolinensis,100558734,0,live,slc7a13,slc7a13,,solute carrier family 7 member 13,"solute carrier family 7 member 13|solute carrier family 7 (anionic amino acid transporter), member 13",,4,NC_014779.1,23284251,23334289,plus,5,,
28377,A,Anolis carolinensis,100567451,0,live,slc7a14,slc7a14,,solute carrier family 7 member 14,probable cationic amino acid transporter,,3,NC_014778.1,7472470,7533628,plus,8,,
28377,A,Anolis carolinensis,100562227,0,live,slc7a2,slc7a2,,solute carrier family 7 member 2,"cationic amino acid transporter 2|solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",,5,NC_014780.1,108872265,108942116,plus,15,,
28377,A,Anolis carolinensis,100566333,0,live,slc7a3,slc7a3,,solute carrier family 7 member 3,"cationic amino acid transporter 3|solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",,Un,,,,,,,
28377,A,Anolis carolinensis,100554971,0,live,slc7a4,slc7a4,,solute carrier family 7 member 4,cationic amino acid transporter 4,,Un,,,,,,,
103695,B,Pogona vitticeps,110076348,0,live,SLC7A5,slc7a5,,solute carrier family 7 member 5,large neutral amino acids transporter small subunit 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100565050,0,live,slc7a6,slc7a6,,solute carrier family 7 member 6,"Y+L amino acid transporter 2|solute carrier family 7 (amino acid transporter light chain, y+L system), member 6|solute carrier family 7 (cationic amino acid transporter, y+ system), member 6",,c,NC_014784.1,6807414,6825879,minus,9,,
28377,A,Anolis carolinensis,100562491,0,live,slc7a6os,slc7a6os,,solute carrier family 7 member 6 opposite strand,probable RNA polymerase II nuclear localization protein SLC7A6OS,,c,NC_014784.1,6791600,6798299,plus,5,,
28377,A,Anolis carolinensis,100564416,0,live,slc7a7,slc7a7,,solute carrier family 7 member 7,"Y+L amino acid transporter 1|solute carrier family 7 (amino acid transporter light chain, y+L system), member 7",,Un,,,,,,,
28377,A,Anolis carolinensis,100553607,0,live,slc7a8,slc7a8,,solute carrier family 7 member 8,"large neutral amino acids transporter small subunit 2|solute carrier family 7 (amino acid transporter light chain, L system), member 8",,Un,,,,,,,
28377,A,Anolis carolinensis,100560204,0,live,slc7a9,slc7a9,,solute carrier family 7 member 9,"B(0,+)-type amino acid transporter 1|solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9|solute carrier family 7 (cationic amino acid transporter, y+ system), member 9",,Un,,,,,,,
28377,A,Anolis carolinensis,100558452,0,live,slc8a1,slc8a1,,solute carrier family 8 member A1,"sodium/calcium exchanger 1|solute carrier family 8 (sodium/calcium exchanger), member 1|solute carrier family 8 member 1",,1,NC_014776.1,253285284,253683426,plus,13,,
103695,B,Pogona vitticeps,110075775,0,live,SLC8A2,slc8a2,,solute carrier family 8 member A2,sodium/calcium exchanger 2,,Un,,,,,,,
28377,A,Anolis carolinensis,100552737,0,live,slc8a3,slc8a3,,solute carrier family 8 member A3,"sodium/calcium exchanger 3|solute carrier family 8 (sodium/calcium exchanger), member 3|solute carrier family 8 member 3",,Un,,,,,,,
28377,A,Anolis carolinensis,100560874,0,live,slc8b1,slc8b1,slc24a6,solute carrier family 8 member B1,"sodium/potassium/calcium exchanger 6, mitochondrial|solute carrier family 24 (sodium/potassium/calcium exchanger), member 6|solute carrier family 8 (sodium/lithium/calcium exchanger), member B1",,Un,,,,,,,
28377,A,Anolis carolinensis,100555032,0,live,slc9a1,slc9a1,,solute carrier family 9 member A1,"LOW QUALITY PROTEIN: sodium/hydrogen exchanger 1|solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100552210,0,live,slc9a2,slc9a2,,solute carrier family 9 member A2,"sodium/hydrogen exchanger 2|solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100567923,0,live,slc9a3,slc9a3,,solute carrier family 9 member A3,"sodium/hydrogen exchanger 3|solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3",,6,NC_014781.1,56341848,56401213,plus,16,,
28377,A,Anolis carolinensis,100567187,0,live,slc9a3r1,slc9a3r1,,SLC9A3 regulator 1,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1|solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1",,2,NC_014777.1,115775297,115792163,minus,5,,
28377,A,Anolis carolinensis,103281157,0,live,slc9a3r2,slc9a3r2,,SLC9A3 regulator 2,"Na(+)/H(+) exchange regulatory cofactor NHE-RF2|solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100552407,0,live,slc9a4,slc9a4,,solute carrier family 9 member A4,"sodium/hydrogen exchanger 4|solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4",,Un,,,,,,,
31138,H,Trachemys scripta elegans,117886827,0,live,SLC9A5,slc9a5,,solute carrier family 9 member A5,sodium/hydrogen exchanger 5,,13,NC_048310.1,43114762,43138150,minus,5,,
28377,A,Anolis carolinensis,100554712,0,live,slc9a6,slc9a6,,solute carrier family 9 member A6,"sodium/hydrogen exchanger 6|solute carrier family 9 (sodium/hydrogen exchanger), member 6|solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6",,Un,,,,,,,
28377,A,Anolis carolinensis,100565367,0,live,slc9a7,slc9a7,,solute carrier family 9 member A7,"sodium/hydrogen exchanger 7|solute carrier family 9 (sodium/hydrogen exchanger), member 7|solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7",,3,NC_014778.1,111941318,112009694,minus,17,,
28377,A,Anolis carolinensis,100566100,0,live,slc9a8,slc9a8,,solute carrier family 9 member A8,"sodium/hydrogen exchanger 8|solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8",,4,NC_014779.1,147065527,147144800,plus,16,,
28377,A,Anolis carolinensis,100561556,0,live,slc9a9,slc9a9,,solute carrier family 9 member A9,"sodium/hydrogen exchanger 9|solute carrier family 9 (sodium/hydrogen exchanger), member 9|solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9",,3,NC_014778.1,21054366,21436101,plus,16,,
64176,D,Podarcis muralis,114604511,0,live,SLC9B2,slc9b2,,solute carrier family 9 member B2,sodium/hydrogen exchanger 9B2,,9,NC_041320.1,56504204,56518725,plus,12,,
13735,H,Pelodiscus sinensis,112547202,0,live,SLC9C1,slc9c1,,solute carrier family 9 member C1,sodium/hydrogen exchanger 10,,Un,,,,,,,
103944,G,Protobothrops mucrosquamatus,114922427,0,live,SLC9C2,slc9c2,,solute carrier family 9 member C2 (putative),sodium/hydrogen exchanger 11,,Un,,,,,,,
28377,A,Anolis carolinensis,100554620,0,live,slco1a2,slco1a2,,solute carrier organic anion transporter family member 1A2,solute carrier organic anion transporter family member 1A2,,5,NC_014780.1,8320237,8353922,plus,18,,
9031,J,Gallus gallus,418189,0,live,SLCO1B1,slco1b1,,solute carrier organic anion transporter family member 1B1,solute carrier organic anion transporter family member 1C1,,1,NC_006088.5,65193648,65214806,minus,15,,
103695,B,Pogona vitticeps,110088800,0,live,SLCO1B3,slco1b3,,solute carrier organic anion transporter family member 1B3,solute carrier organic anion transporter family member 1B3,,Un,,,,,,,
103695,B,Pogona vitticeps,110088798,0,live,SLCO1C1,slco1c1,,solute carrier organic anion transporter family member 1C1,solute carrier organic anion transporter family member 1C1,,Un,,,,,,,
28377,A,Anolis carolinensis,100554939,0,live,slco2a1,slco2a1,,solute carrier organic anion transporter family member 2A1,solute carrier organic anion transporter family member 2A1,,3,NC_014778.1,31093215,31161976,minus,14,,
28377,A,Anolis carolinensis,100552749,0,live,slco2b1,slco2b1,,solute carrier organic anion transporter family member 2B1,solute carrier organic anion transporter family member 2B1,,Un,,,,,,,
28377,A,Anolis carolinensis,100553796,0,live,slco3a1,slco3a1,,solute carrier organic anion transporter family member 3A1,solute carrier organic anion transporter family member 3A1,,Un,,,,,,,
28377,A,Anolis carolinensis,100553242,0,live,slco4a1,slco4a1,,solute carrier organic anion transporter family member 4A1,solute carrier organic anion transporter family member 4A1,,4,NC_014779.1,152000800,152077853,plus,14,,
28377,A,Anolis carolinensis,100553582,0,live,slco4c1,slco4c1,,solute carrier organic anion transporter family member 4C1,solute carrier organic anion transporter family member 4C1,,Un,,,,,,,
28377,A,Anolis carolinensis,100555065,0,live,slco5a1,slco5a1,,solute carrier organic anion transporter family member 5A1,solute carrier organic anion transporter family member 5A1,,4,NC_014779.1,32003928,32070095,minus,10,,
9031,J,Gallus gallus,415332,0,live,SORD,sord,SDH,sorbitol dehydrogenase,sorbitol dehydrogenase|L-iditol 2-dehydrogenase|polyol dehydrogenase,,10,NC_006097.5,1522444,1539349,minus,9,,
9031,J,Gallus gallus,374148,0,live,SOX9,sox9,SOX-9,SRY-box 9,transcription factor SOX-9,,18,NC_006105.5,8786171,8789081,plus,3,,
9031,J,Gallus gallus,416235,0,live,SPINK5,spink5,"LEKTI, LETKI, NETS, NS, OIH, SPIK5, VAKTI","serine peptidase inhibitor, Kazal type 5","ovoinhibitor|lympho-epithelial Kazal-type-related inhibitor|lymphoepithelial Kazal-type-related inhibitor|serine protease inhibitor, Kazal type 5",,13,NC_006100.5,11260946,11270908,plus,17,,
9031,J,Gallus gallus,374234,0,live,SPTAN1,sptan1,SPECA,"spectrin alpha, non-erythrocytic 1","spectrin alpha chain, non-erythrocytic 1|alpha-II spectrin|alpha-spectrin|fodrin alpha chain|nonerythroid alpha-spectrin|spectrin alpha chain, brain|spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)|spectrin, non-erythroid alpha chain",,17,NC_006104.5,5511683,5557671,plus,60,,
9031,J,Gallus gallus,396140,0,live,ST3GAL1,st3gal1,,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1|SIAT4-A|ST3Gal I|ST3GalA.1|ST3GalI|ST3O|alpha 2,3-ST 1|beta-galactoside alpha-2,3-sialyltransferase 1|gal-NAc6S|gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase|sialyltransferase 4A",,2,NC_006089.5,142080951,142154333,minus,7,,
9031,J,Gallus gallus,396169,0,live,ST6GAL1,st6gal1,,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1","beta-galactoside alpha-2,6-sialyltransferase 1|CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1|Gal beta 1,4 GlcNAc alpha 2,6-sialyltransferase|ST6 beta-galactosamide alpha-2,6-sialyltranferase 1|ST6 beta-galactosamide alpha-2,6-sialyltransferase 1|ST6Gal I|ST6GalI|alpha 2,6-ST 1|sialyltransferase 1",,9,NC_006096.5,5412066,5444050,plus,15,,
9031,J,Gallus gallus,395421,0,live,STAR,star,,steroidogenic acute regulatory protein,"steroidogenic acute regulatory protein, mitochondrial|START domain-containing protein 1|stARD1|steroidogenic acute regulator",,22,NC_006109.5,2578078,2584703,minus,10,,
9031,J,Gallus gallus,420027,0,live,STAT3,stat3,,signal transducer and activator of transcription 3,signal transducer and activator of transcription 3|signal transducer and activator of transcription 3 (acute-phase response factor),,27,NC_006114.5,7716059,7731541,minus,25,,
28377,A,Anolis carolinensis,100563364,0,live,stip1,stip1,,stress induced phosphoprotein 1,stress-induced-phosphoprotein 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100563910,0,live,stk39,stk39,,serine/threonine kinase 39,STE20/SPS1-related proline-alanine-rich protein kinase,,1,NC_014776.1,245573408,245722331,plus,16,,
9031,J,Gallus gallus,419187,0,live,STK4,stk4,,serine/threonine kinase 4,serine/threonine-protein kinase 4,,20,NC_006107.5,5184345,5224565,minus,12,,
9031,J,Gallus gallus,426918,0,live,STUB1,stub1,,STIP1 homology and U-box containing protein 1,"STIP1 homology and U box-containing protein 1|E3 ubiquitin-protein ligase CHIP|RING-type E3 ubiquitin transferase CHIP|STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",,14,NC_006101.5,13543813,13547618,plus,7,,
28377,A,Anolis carolinensis,100552516,0,live,sugt1,sugt1,,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone","protein SGT1 homolog|SGT1, suppressor of G2 allele of SKP1|suppressor of G2 allele of SKP1 homolog",,3,NC_014778.1,70778210,70807395,plus,13,,
9031,J,Gallus gallus,395227,0,live,SULT1B1,sult1b1,"ST1B1, SULT1B",sulfotransferase family cytosolic 1B member 1,sulfotransferase family cytosolic 1B member 1|sulfotransferase 1B|sulfotransferase 1B1,,4,NC_006091.5,51792610,51794892,minus,8,,
