From	To
P0C862	C1QTNF9
Q9NRH1	YAE1
Q5ZJJ5	AKTIP
Q9UHD8	SEPTIN9
Q0VCW8	PDCL3
Q5R762	COPS7A
Q80YQ8	Rmnd5a
Q5RAQ8	RPS24
P02377	rps24
Q8C6E0	Cfap36
Q6UX06	OLFM4
Q642A0	Pdrg1
Q32PX7	Fubp1
A5WUX7	si:ch211-275j6.5
Q9WUF4	Vamp8
Q96QU8	XPO6
Q9Y597	KCTD3
O18894	CLCN3
Q5FVJ8	Senp8
Q9CR11	Yeats4
Q5TDH0	DDI2
Q9NUD7	C20orf96
Q9Y6V7	DDX49
Q5F4A9	ARL6IP4
Q9BVK6	TMED9
Q99KF1	Tmed9
Q5ZM46	LBH
P27361	MAPK3
Q9BYV1	AGXT2
Q8CHJ1	Pigu
Q9H490	PIGU
Q95241	APP
P79307	APP
P08592	App
Q7SYN5	rxrba
P19793	RXRA
Q9H1I8	ASCC2
O42413	MGP
P39905	GDNF
P26583	HMGB2
P26584	HMGB2
Q5TJE5	RGL2
P78545	ELF3
Q3UPW2	Elf3
Q2HJ60	HNRNPA2B1
Q9TTV2	HNRNPA2B1
Q6BEA2	Prss27
P83748	Prss30
Q6H8Q1	ABLIM2
Q8WWU5	TCP11
P10515	DLAT
Q5NVM8	RNPS1
Q6AYK1	Rnps1
O89086	Rbm3
Q9DB15	Mrpl12
Q7YR75	MRPL12
Q6AXS4	Atp6ap2
P27049	Btg2
B8A4W9	loxl3b
Q922R5	Ppp4r3b
P51121	glul
Q5ZKI4	CCDC93
Q3T0C9	SYNJ2BP
Q5R578	MORN4
Q4R5B4	TMX2
Q8IZP0	ABI1
P05300	LAMP1
Q9P2D3	HEATR5B
Q5F3C1	DEGS1
Q9R0P4	Smap
Q90368	SMAP
Q3U308	Ctu2
P53994	Rab2a
Q90965	RAB2A
Q9QYG8	Uck2
A6H8I2	sgsm3
Q8VCZ6	Sgsm3
Q63584	Tmed10
Q9D1D4	Tmed10
P49755	TMED10
Q32L93	GMPR2
Q9P2T1	GMPR2
A9RA88	INSIG2
Q8TCB7	METTL6
A2VE78	FBXL5
Q5R6E1	FBXL5
Q7TMC8	Fcsk
P55884	EIF3B
Q8JZQ9	Eif3b
Q96CS3	FAF2
Q5R8M9	RPS19
E9Q4P1	Wdfy1
P12274	HMG14
Q9Z2J0	Slc23a1
Q99L85	Elp5
P09668	CTSH
Q6YI48	PTPRU
Q9UKK9	NUDT5
Q5RCY2	NUDT5
O77592	SLC35A3
Q15067	ACOX1
Q8HYL8	ACOX1
Q99J82	Ilk
Q13418	ILK
P97479	Myo7a
Q56K04	CRIP1
Q9ES88	Slc13a2
Q9EPQ7	Stard5
P17152	TMEM11
P14211	Calr
P15253	CALR
P27641	Xrcc5
O94983	CAMTA2
Q8IXU6	SLC35F2
Q5RC53	GLRX2
Q32L67	GLRX2
P39054	Dnm2
Q8WVQ1	CANT1
P05081	AK1
Q9Y6K8	AK5
Q3KR97	Baiap2l1
Q9DBJ3	Baiap2l1
Q16625	OCLN
Q8R3G1	Ppp1r8
Q58DD4	SDC2
P34741	SDC2
Q8CFN2	Cdc42
Q4R4R6	CDC42
P50616	TOB1
Q8WWM9	CYGB
Q8TD30	GPT2
Q5VX71	SUSD4
Q90YS3	rps2
P27952	Rps2
Q5ZL43	ADI1
Q3SWZ4	EXOSC9
P62994	Grb2
Q9HC36	MRM3
Q2TBI6	MRPL32
Q02372	NDUFB8
P31350	RRM2
P11157	Rrm2
Q5R7J6	UBE2N
Q5RBM6	UPB1
Q9UBR1	UPB1
Q3SX11	NSA2
K7FQW8	SCNN1B
Q95165	SCNN1B
Q5R885	UXS1
G1TGF1	PTGES3
Q32L63	VTA1
Q5R723	PPIE
Q9UNP9	PPIE
Q05588	PLAUR
A5GFN6	RAE1
P81103	ATP6V0E1
Q12894	IFRD2
Q5RAP5	PYROXD2
Q8N2H3	PYROXD2
Q5IZC5	CRY1
O75351	VPS4B
P56135	Atp5mf
P37879	KARS1
Q15046	KARS1
P52624	Upp1
E1C5V0	SMYD2
Q91049	OCLN
Q15035	TRAM2
Q7Z6B0	CCDC91
Q924Y0	Bbox1
Q5R5D8	BBOX1
Q63610	Tpm3
Q9BWU1	CDK19
Q9QUJ7	Acsl4
O60488	ACSL4
O35547	Acsl4
O00178	GTPBP1
O08582	Gtpbp1
Q5R7P1	AGR2
Q6PII3	CCDC174
O70572	Smpd2
Q99N23	Ca15
Q9H0A0	NAT10
Q5F3Z1	CTPS2
Q86SQ9	DHDDS
Q8NDZ6	TMEM161B
Q15025	TNIP1
O08609	Mlx
Q9UH92	MLX
Q8WVM8	SCFD1
Q68FV2	Arl6ip6
Q8MIR4	COASY
B5DEI4	Ube2w
Q01995	TAGLN
Q9YGQ1	EEF1B
Q0V8S0	HGS
Q96S16	JMJD8
Q99489	DDO
P09851	RASA1
Q9UBL3	ASH2L
P18421	Psmb1
Q1M0V6	GCNT3
Q8N967	LRTM2
Q4R6C4	AGA
Q15428	SF3A2
P97431	Irf6
Q3SYW6	EIF3C
Q8R1B4	Eif3c
Q6P1V4	eif3c
Q6EWQ6	DHPS
B2GUY0	Man1b1
Q4V8B0	Oxr1
Q8N573	OXR1
P10782	HBB
A6QLY4	ISOC1
Q9R2C1	Serp1
P98153	DGCR2
P98154	Dgcr2
Q9BSB4	ATG101
Q6DFN1	ndufaf3
Q6DCG4	rhbg-b
Q9HBY8	SGK2
Q9BRR8	GPATCH1
Q13131	PRKAA1
Q99KL7	Rab28
P24668	M6pr
P20645	M6PR
Q501Q9	mapk15
P19224	UGT1A6
P22309	UGT1A1
Q64550	Ugt1a1
Q9HAW7	UGT1A7
P62909	Rps3
Q99JW2	Acy1
Q6AYS7	Acy1a
P37111	ACY1
Q6NWF6	krt8
Q5K2N3	KRT8
P18359	DSTN
Q9P000	COMMD9
Q5ZJX0	SLC66A1
Q8AXL1	SAT1
Q1HGK7	KATNA1
A6QLZ5	FAM177A1
O09110	Map2k3
Q32N55	ptcd3
Q95KU9	IKBKG
Q16236	NFE2L2
Q2KIL5	PDIA5
Q02874	Macroh2a1
Q9QZQ8	Macroh2a1
O42395	CNBP
Q3T0Q6	CNBP
Q2YDP3	DRAP1
P10658	PSAT1
Q99K85	Psat1
P61207	arf3
Q9JLT4	Txnrd2
Q5NVI6	PTTG1IP
P55906	TGFBI
Q9D6Y7	Msra
P54149	MSRA
Q9P032	NDUFAF4
Q4R5E4	PGM1
P36871	PGM1
Q3MHY8	RBM7
P00548	PKM
P14618	PKM
P39963	CCNB3
P49138	Mapkapk2
O43823	AKAP8
Q9H0W9	C11orf54
Q5ZKH4	NDEL1
Q8WUH6	TMEM263
Q9Y3E0	GOLT1B
Q9JL10	Sertad1
Q8WVC0	LEO1
Q9BTM9	URM1
O97524	GUSB
Q7YQL0	TSPAN7
Q62611	Il1rl1
Q8K1C7	Slc16a14
Q7Z692	CEACAM19
O70435	Psma3
Q6Q7J5	MED27
O95140	MFN2
Q8R500	Mfn2
Q8TBA6	GOLGA5
Q9QYE6	Golga5
Q9DAJ4	Wdr83
P14942	Gsta4
P24472	Gsta4
Q08DB5	STX5
Q9D5K4	S100pbp
Q9EQ06	Hsd17b11
Q4JK73	HSD17B11
Q7Z5P4	HSD17B13
Q6XL41	RHCG
Q6WGK6	GJB1
Q5ZIM5	METAP1
P05783	KRT18
P50147	GNAI2
Q29042	FCN1
A2BGS3	tmem116
P42680	TEC
P24604	Tec
Q08E13	RNF10
Q2YDD1	FGFR1OP
B0JZV4	agbl5
B2GV17	Agbl5
Q68EI3	agbl5
Q5F3Z9	ZC3H14
Q8IXM2	BAP18
Q16822	PCK2
Q9JKF7	Mrpl39
Q05716	IGFBP4
E7FEC4	susd4
Q9Y5Q8	GTF3C5
Q1JQB5	FBLIM1
Q5RDU7	YPEL5
Q8R3N6	Thoc1
Q96FV9	THOC1
Q8IXH7	NELFCD
Q5RFA0	NELFCD
Q02974	Khk
P24052	RIHB
Q5E9K3	PNPO
Q5ZJR3	OSTC
B0K025	Ostc
Q91WS0	Cisd1
Q5ZIH3	SLC30A6
Q0VC54	SLC30A6
Q9D211	Cdkn2aipnl
Q05AH6	Spindoc
Q86Y82	STX12
P38659	Pdia4
P13667	PDIA4
P23403	rps20
Q5ZKD5	RRP12
Q8C863	Itch
O77564	FOLH1
Q1LWM5	si:ch211-194e15.5
Q4V909	ccdc22
Q5ZLS3	RNF20
Q13772	NCOA4
Q6P5R6	RPL22L1
Q5ZJ26	RCJMB04_21h11
Q4R3D4	EEF1D
P32114	Pax2
Q02962	PAX2
Q62158	Trim27
Q86UB2	BIVM
Q8TB22	SPATA20
Q9HBH5	RDH14
Q8IVD9	NUDCD3
Q5RB75	NUDCD3
Q9CQ20	Mid1ip1
Q8H1F7	IPK
Q3ZCD7	TECR
Q9NRA2	SLC17A5
Q9D1L0	Chchd2
Q3SZA5	SMS
P97355	Sms
P52788	SMS
Q8IVU3	HERC6
Q812F8	Mgat4b
Q9UQ53	MGAT4B
Q66HE2	Slc16a13
Q91ZT8	Asb9
Q8TBP0	TBC1D16
A5D7M3	GAS8
Q9D0F6	Rfc5
Q2TBH7	RAB4A
Q8R182	Prrg2
P81178	ALDH2
P11884	Aldh2
Q16563	SYPL1
Q91048	PTK7
P22413	ENPP1
Q9Z0G8	Wipf3
Q8R0N9	Zdhhc1
Q64674	Srm
P51974	Pax8
Q0VC92	MAGOHB
Q86UE4	MTDH
C9J7I0	UMAD1
Q9NQG5	RPRD1B
Q9CPW4	Arpc5
Q3SYX9	ARPC5
Q8NBP0	TTC13
Q5ISC6	HEBP1
Q5ZMB2	HEBP1
Q96BQ1	FAM3D
Q11011	Npepps
P55786	NPEPPS
Q96DU7	ITPKC
Q5R8Z6	MCFD2
Q9Y6N9	USH1C
Q90X38	gpkow
P14920	DAO
P18894	Dao
Q5R9U9	RWDD2B
Q3UG20	Kmt2e
Q9UNP4	ST3GAL5
Q5R611	PLAAT3
Q5ZKV4	NUBP2
Q9UHA4	LAMTOR3
P29120	PCSK1
P41440	SLC19A1
P39061	Col18a1
Q3T0Q8	UTP14A
Q640M1	Utp14a
Q2M3M2	SLC5A9
Q6U1I9	SGK1
Q5E9G1	PPP2R3C
Q5M7W6	Fam234a
Q5R7Q3	NIPA2
Q90WI4	MXRA8
P53992	SEC24C
Q3SZF2	ARF4
Q9HCG7	GBA2
Q5M868	Gba2
Q02318	CYP27A1
Q8ND30	PPFIBP2
Q6ZT89	SLC25A48
Q3UM29	Cog7
P54116	Stom
Q08722	CD47
Q9ULK4	MED23
O14744	PRMT5
Q5F3G6	PHF20L1
Q5JTZ5	C9orf152
Q5ZIM6	AATF
Q9JKX4	Aatf
Q8NBJ4	GOLM1
Q5W0U4	BSPRY
P21566	CFL2
Q5RBX2	BET1L
P14745	CD44
Q05078	CD44
Q13905	RAPGEF1
O14530	TXNDC9
Q2TAA5	ALG11
Q9H305	CDIP1
Q8IYB1	MB21D2
Q7LFX5	CHST15
Q642C0	Dnajc8
P80513	MANF
D4A7C0	Gpn2
P0DPB6	POLR1D
Q9Z0Y1	Dctn3
Q9H1N7	SLC35B3
Q5XFW8	Sec13
Q9WVB1	Rab6a
Q99PM1	Tox4
P62755	Rps6
Q91XF4	Rnf167
Q5XIL0	Rnf167
Q5SUR0	Pfas
O02713	SLC22A2
Q9R0W2	Slc22a2
P59016	Vps33b
A2AJ76	Hmcn2
Q9UJW0	DCTN4
Q9ER41	Tor1b
B5FYY5	LAMTOR2
P15121	AKR1B1
O60218	AKR1B10
Q5F470	RAB8A
Q5ZMH1	SEPTIN2
Q13155	AIMP2
Q9WVM7	AIMP2
Q06649	Sh3bp2
O75460	ERN1
Q9HB20	PLEKHA3
Q8TCA0	LRRC20
Q15032	R3HDM1
Q71RC2	LARP4
Q9EPB1	Dpp7
P43487	RANBP1
Q28F07	prmt1
Q99873	PRMT1
P83877	Txnl4a
Q04678	SSRP1
Q8IWU5	SULF2
Q8HZJ2	PTGES
Q8BWM0	Ptges2
Q6GM29	sacm1l
Q92546	RGP1
Q27546	IUNH
Q5NVK7	SPOP
Q5EA65	DPAGT1
P42867	Dpagt1
P42126	ECI1
Q8TBF5	PIGX
Q5R4C3	TMEM50B
A6QLJ8	PTER
Q96BW5	PTER
Q6P502	Cct3
Q5RC43	RPA2
Q6NUQ1	RINT1
P40763	STAT3
P98082	DAB2
Q8N131	TMEM123
Q5F3Z3	UBE2V2
Q9MYP6	HSD17B14
Q9TU53	CUBN
P60843	Eif4a1
A5A6N4	EIF4A1
Q5R5F5	EIF4A1
Q28BP2	tmem150a
Q99LL3	Chst12
Q9Y5S8	NOX1
Q4R6V2	CCT5
P84079	Arf1
P51643	arf1
Q96G03	PGM2
Q5ZK84	AKR1A1
P46471	Psmc2
Q4R4R0	PSMC2
Q9YH06	HMGB1
P63159	Hmgb1
Q9UBS8	RNF14
Q69YN4	VIRMA
A2AIV2	Virma
Q8K409	Polb
O57383	polb
Q14393	GAS6
Q63772	Gas6
Q6DF78	pdxdc1
A7MBC2	PDXDC1
Q5XIH2	Shisa5
Q9D7I0	Shisa5
E1BRE2	SIRT5
Q8WUT9	SLC25A43
Q6PBF6	gamt
Q9UKG9	CROT
Q3LXA3	TKFC
Q5ZIU0	ORMDL2
O57611	krt18
Q8VCA8	Scrn2
Q5RE15	PSMD8
Q9GJT2	ESD
Q5ZJ00	MPP1
Q5RDW4	MPP1
Q9BSH4	TACO1
Q05B60	NUDT14
Q5ZIF1	APMAP
Q6AYP2	Mfap3l
Q5ZLL6	MSMO1
Q92608	DOCK2
O08579	Emd
Q8N163	CCAR2
Q8HXX6	GM2A
Q9D0W5	Ppil1
Q8WTV0	SCARB1
Q8SQC1	SCARB1
Q2KJJ5	TBL3
P0CB42	Alkbh1
Q9NWW7	C2orf42
P54922	ADPRH
Q8TCT8	SPPL2A
Q9CXF0	Kynu
Q15427	SF3B4
Q6AYL5	Sf3b4
Q5ZHT1	ACAD11
P49432	Pdhb
P11966	PDHB
Q9PTR5	PAFAH1B1
O60729	CDC14B
Q8AV28	PCM1
Q6DCP1	foxred1
Q60HD1	SPTLC1
O14772	FPGT
P05107	ITGB2
Q91YR9	Ptgr1
P97584	Ptgr1
B5DF89	Cul3
Q14213	EBI3
Q58CS8	GNPTG
Q5F3W3	MAPK6
P28271	Aco1
Q6UWJ8	CD164L2
A3KMX8	ARMT1
Q4R526	ARMT1
Q6DJA3	armt1
Q5ZJG3	BTF3L4
P0C0A9	Svip
Q9Z204	Hnrnpc
G3V9R8	Hnrnpc
Q99KH8	Stk24
P23458	JAK1
Q5ZIN1	NUDC
P23711	Hmox2
Q2VIU1	ID2
A5D7D1	ACTN4
Q01149	Col1a2
P02467	COL1A2
Q8NBM8	PCYOX1L
Q92845	KIFAP3
Q6AYQ8	Fahd1
O77751	TMEM109
Q96B01	RAD51AP1
Q2HJI0	MRPL19
Q5R8M4	MRPL19
Q5RC80	RBM39
B2DFG5	dthadh
P17785	ANXA2
Q9Y624	F11R
Q8NEU8	APPL2
Q8K3G9	Appl2
P58871	Tnks1bp1
Q9CY57	Chtop
Q3SYW9	CHTOP
Q5ZLC5	ATP5F1B
Q6GVM3	EIF1AY
Q3KRD5	Tomm34
Q9NPI0	TMEM138
P14105	MYH9
P35579	MYH9
Q8VD66	Abhd4
O75439	PMPCB
Q8N7N5	Dcaf8
Q60HE3	NDUFS8
Q9N126	RDH8
O75381	PEX14
O70339	KCNJ15
Q99712	KCNJ15
Q4R4Q3	Ndrg1
A5A6K6	NDRG2
A6QNS3	ABR
Q8CFJ7	Slc25a45
O15321	TM9SF1
A4IFE9	TM9SF1
Q8N8V4	ANKS4B
Q5ZL54	KHDC4
A1A4R8	CDC23
Q9UJX2	CDC23
P46629	RAB25
Q6NXR0	IRGC
Q32KW9	IRGC
Q810D1	Chp2
Q9BW60	ELOVL1
Q02253	Aldh6a1
Q07536	ALDH6A1
Q92890	UFD1
Q5ZHL0	ATP6V0D2
Q0MQH3	NDUFS5
P55199	ELL
P63018	Hspa8
Q9NYG2	ZDHHC3
Q5ZKF4	HMG20A
P32876	ATP5MC1
H2QL32	PDE9A
Q0MQI9	NDUFV2
P04394	NDUFV2
D4AAA5	Faap20
F1LRS8	Cd2ap
O95568	METTL18
Q0VCT4	CLTRN
Q9ESG4	Cltrn
O75718	CRTAP
Q9DEA3	PCNA
Q6MG48	Prrc2a
Q5TM26	PRRC2A
Q62384	Zpr1
P20072	ANXA7
Q5XIG4	Ociad1
Q28GQ3	ociad1
Q8C2P3	Dus1l
Q8BGD9	Eif4b
P23588	EIF4B
Q5RAA7	FIP1L1
O54983	Crym
Q28488	CRYM
P14018	CLU
F8W2M8	tpp1
Q9NV66	TYW1
P28173	PPAT
Q9CPU0	Glo1
Q9H270	VPS11
Q9UHB6	LIMA1
B0KYV5	LIMA1
Q5ZKQ8	ARL8A
Q28H62	cystm1
Q6GM78	asrgl1
P11501	HSP90AA1
P05122	CKB
P07335	Ckb
Q8N0Z9	VSIG10
Q0P5E7	GTPBP8
B0S8I0	gtpbp8
Q5ZLL1	CSNK1E
O93319	CDH11
Q98UI9	MUC5B
Q3ZBG0	PSMA7
Q8IW92	GLB1L2
Q1EHB4	SLC5A12
A7MBD8	SLC5A12
Q4R4Z3	CLDND1
P08559	PDHA1
A6H7H1	FAM120A
Q9NQG7	HPS4
Q5EBL8	PDZD11
P62257	Ube2h
Q9CRB9	Chchd3
Q9NX63	CHCHD3
P28918	AMD1
Q0VCD2	TUBG1
Q9Y2H0	DLGAP4
Q4R502	IDH2
Q9Y376	CAB39
Q9TU03	ARHGDIB
P55081	MFAP1
Q5EA98	MFAP1
P23787	vcp
Q13435	SF3B2
Q7ZYC4	acsbg2
Q5ZK10	NSFL1C
Q9Y5A7	NUB1
Q8MJ87	NUB1
Q5ZK63	SUB1
O35345	Kpna6
B1H2N3	micu1
Q9JJG5	Sertad2
Q9D780	Slamf9
P01912	HLA-DRB1
P97390	Vps45
P50890	RPSA
Q5NVQ1	HIGD1A
Q9H8U3	ZFAND3
P23284	PPIB
P24367	PPIB
O18870	SMN1
Q96GW9	MARS2
Q9BYJ1	ALOXE3
Q14181	POLA2
A4FV48	FADS2
P83883	Rpl36a
Q5BJX0	Ntmt1
Q5E9K0	PSMB2
Q29099	PTBP1
Q16651	PRSS8
O97725	NDUFA12
O00186	STXBP3
Q6IVA4	UBA5
Q5R8X4	UBA5
P69091	rpl18
Q9Y3B3	TMED7
Q91ZP6	Ndfip2
Q9W734	SMAD6
P29400	COL4A5
Q9Y2T3	GDA
Q5R6U1	DHRS7B
Q9Y6I7	WSB1
Q5RDW1	MTG2
Q9NWH2	TMEM242
Q9N1Q4	SLC7A8
O95861	BPNT1
Q3ZCK3	BPNT1
Q6NUT3	MFSD12
Q92692	NECTIN2
Q0IIF7	USP14
Q91WT9	Cbs
Q58H57	CBS
Q9XSK7	HDGF
Q96T51	RUFY1
Q6UKI2	AMN
P37837	TALDO1
Q5ZI08	SUPT5H
Q4R6F8	CCT2
O75947	ATP5PD
P57016	Lad1
Q5REI7	AK2
P08166	AK2
Q9UBQ7	GRHPR
E1C2P3	HSPA14
P38024	AIRC
Q8WXI9	GATAD2B
Q8TAD8	SNIP1
P17153	ANXA5
Q4A1L4	BECN1
Q5ZKS6	BECN1
Q9W701	clcnkb
Q3MHS2	Znf830
Q7Z6Z7	HUWE1
O60506	SYNCRIP
Q6AYY8	Slc33a1
Q99J27	Slc33a1
P57113	Gstz1
Q5ZJC7	NOC4L
Q8N806	UBR7
Q8IWA0	WDR75
P14868	DARS1
Q5R9I5	DARS1
Q00688	FKBP3
Q6AYU1	Morf4l1
Q5ZLK7	HYOU1
P26516	Psmd7
Q922R8	Pdia6
P10286	CALCA
O94925	GLS
Q9Y2R4	DDX52
Q0V882	TMBIM6
Q9D2C7	Tmbim6
Q2TA49	VASP
Q9WVE8	Pacsin2
O13154	PACSIN2
Q05084	ICA1
Q9Z0U1	Tjp2
Q9UDY2	TJP2
Q95168	TJP2
Q5ZLF0	ST13
Q9NUQ9	CYRIB
Q2NKS3	PSMG3
Q29RK9	MOB3B
Q5EA77	SNX17
P17482	HOXB9
O95801	TTC4
Q3T106	SRSF7
Q60HG9	CPT2
Q00954	Scn1b
P24898	Junb
Q9TT15	VDAC1
P21796	VDAC1
P28867	Prkcd
Q2KIK0	SUGT1
Q9R0M8	Slc35a2
Q5XKA2	timm21
A4Z943	ZBED5
A4Z944	ZBED5
Q91W39	Ncoa5
P80315	Cct4
P50991	CCT4
Q04637	EIF4G1
Q08DA1	ATP1A1
Q92123	atp1a1
P50997	ATP1A1
P04074	ATP1A1
Q9N0Z6	ATP1A1
Q5VWZ2	LYPLAL1
Q9CQE1	Nipsnap3b
Q66KG0	slc22a16
Q2KJH9	ALDH9A1
P08397	HMBS
Q9N2H0	CYBA
Q9XSC3	WDR44
P55169	CCND1
Q6GL42	tmem39a
Q5RF87	SEPHS1
Q28288	STXBP2
Q15833	STXBP2
Q5BKH4	tnfaip8l2
O60229	KALRN
P62865	FAU
O95755	RAB36
Q9YI37	SUCLA2
Q9GZQ8	MAP1LC3B
O60356	NUPR1
P97931	Ung
P13051	UNG
O89001	Cpd
Q9Y678	COPG1
Q9QZE5	Copg1
Q3U4H6	Hexd
Q9H845	ACAD9
Q5ZKP7	SLC25A36
O55101	Syngr2
Q8NCQ5	FBXO15
Q96HH6	TMEM19
Q15008	PSMD6
Q61191	Hcfc1
Q5ZK14	DDA1
Q5ZLG1	RAB18
Q5RAG2	ESYT1
Q76FK4	NOL8
Q02878	RPL6
Q96JC1	VPS39
Q86UY8	NT5DC3
Q5RF83	CIRBP
B5FY35	EIF3H
Q71TY3	Rps27
Q8AXP2	CCDC80
Q969K7	TMEM54
Q8C255	Dpep2
Q8WYA6	CTNNBL1
O62703	CTNNBL1
P29314	Rps9
Q2HJ55	SAMM50
Q9Y512	SAMM50
Q6P806	samm50
Q99766	DMAC2L
Q5R9E6	DMAC2L
Q5EAE6	DAP
Q76I90	NUF2
Q9NX76	CMTM6
Q5SRE7	PHYHD1
Q499R4	Yrdc
Q3U5F4	Yrdc
P07224	PROS1
Q86VF5	MOGAT3
Q96QF0	RAB3IP
Q62739	Rab3ip
Q56NI9	ESCO2
Q59I64	slc7a6
Q8IXB1	DNAJC10
Q5R5L3	DNAJC10
Q8BHJ9	Slu7
Q5ZJJ2	RPA1
Q8VEE4	Rpa1
Q14997	PSME4
Q9BYD1	MRPL13
Q5ZHU0	SLC48A1
P13216	FDX1
Q5REK4	PLAC8
Q9NPL8	TIMMDC1
P31943	HNRNPH1
O35737	Hnrnph1
P10157	ETS2
Q8NCC3	PLA2G15
O77485	FUT2
Q86SE9	PCGF5
Q5PQM0	Tmem168
A0JNG0	TMEM168
A6H730	ACPP
P41562	Idh1
Q9Z2K8	IDH1
Q9Z2K9	IDH1
Q5R9C5	IDH1
Q5SWD9	Tsr1
P31948	STIP1
Q9DE65	OGN
Q6DIZ0	haao
Q5EA20	HPD
P32754	HPD
Q5ZKB6	CRIPT
P14154	GJA1
Q99538	LGMN
Q4R4T8	LGMN
P50591	TNFSF10
Q99LT0	Dpy30
Q8VI33	Taf9
A4IHS2	bop1
Q9UHR5	SAP30BP
Q9P7I6	SPCC24B10.20
Q64310	Surf4
P62752	Rpl23a
Q8BHH8	Clrn3
Q5RDD7	BROX
Q9H8Y8	GORASP2
Q6VVX0	CYP2R1
Q58DQ5	MRPS9
Q5ZKX9	KDELR2
Q32P59	SLIRP
Q497C3	Mettl26
O03521	MT-CO1
P61314	Rpl15
Q63801	Taf6
P09651	HNRNPA1
Q29473	CYP2D15
Q29488	CYP2D17
Q9NR30	DDX21
P13760	HLA-DRB1
P06345	H2-Ab1
Q5ZM57	HACD3
Q9Y603	ETV7
Q9H8H3	METTL7A
B5FZ19	EIF3I
Q8N6L1	KRTCAP2
Q9NS86	LANCL2
P22892	Ap1g1
Q8R1X6	Spart
Q8N0X7	SPART
P23381	WARS1
Q01685	TRAM1
Q15629	TRAM1
Q91560	rexo4
P82922	DAP3
Q2T9R6	NIT2
Q96I59	NARS2
P49962	Srp9
P21262	SRP9
Q5Y4N8	Adgre1
P23991	ADH1
O35621	Pmm1
P28562	DUSP1
P46940	IQGAP1
Q96EE4	CCDC126
Q9NWX5	ASB6
Q5E9V4	RRNAD1
Q6GPM4	mrpl24
Q9NUP1	BLOC1S4
Q29S14	TVP23B
P46978	Stt3a
F1PJP5	STT3A
Q9H2G9	BLZF1
Q05B92	TFE3
P15260	IFNGR1
Q7TND5	Rpf1
P80147	ABAT
P00491	PNP
P97290	Serping1
P09488	GSTM1
P48774	Gstm5
Q8TCJ0	FBXO25
P33477	ANXA11
Q9BVA6	FICD
B4F6I5	ficd
P79781	RPS27A
Q5ZK05	TOLLIP
P59114	Pcif1
Q5HZE0	Slc25a29
Q9BRH9	ZNF251
P62243	Rps8
Q5KR47	TPM3
Q15056	EIF4H
P04066	FUCA1
P62198	Psmc5
P13797	PLS3
Q3ZBT5	STX7
Q6PAM0	Prkab2
Q9CR62	Slc25a11
Q96MW1	CCDC43
Q9UNK4	PLA2G2D
O19113	CCN2
P82980	RBP5
Q5ZHW4	RAB5B
P62840	ube2d2
O62830	PPM1B
O75688	PPM1B
P61212	Arl1
P70441	Slc9a3r1
Q3SZK8	SLC9A3R1
Q5ZM14	SLC9A3R1
P09654	VIM
O70401	Tspan6
Q793F9	Vps4a
Q791T5	Mtch1
Q3U2A8	Vars2
P00125	CYC1
P61963	Dcaf7
P41105	Rpl28
Q9HAV4	XPO5
P62317	Snrpd2
O70281	Tpst1
Q4R4J0	ARHGDIA
Q5XI73	Arhgdia
P19803	ARHGDIA
D2I1E3	ACTR8
Q8BGA9	Oxa1l
Q6ZSI9	CAPN12
Q5ZIG0	NCDN
Q6NX45	ZNF774
Q07230	Zscan2
Q3ZBV8	TARS1
O60292	SIPA1L3
Q2LK54	COLEC12
Q6V291	MAPRE1
Q8VIJ8	Nprl3
Q6P6B7	ANKRD16
P83095	LACTB
Q9EP89	Lactb
Q2LE78	btbd6
Q8WX93	PALLD
P41236	PPP1R2
Q91035	SHH
Q8K0D7	Get1
Q5R6K7	GET1
Q5RFE6	THNSL2
Q8VEL0	Mospd1
Q0P5G4	KYAT3
Q32NG4	gatd1
Q5FVH7	Mea1
Q9H3U1	UNC45A
O19004	ARAF
Q1LZH1	MTARC2
O88994	Mtarc2
Q8MIR0	TDH
Q8R2Y9	Nabp2
Q8NI37	PPTC7
P40926	MDH2
P0DMT8	APOC1
P61214	Arl4a
Q9CWK3	Cd2bp2
O55166	Vps52
Q5R469	PUF60
Q2HJG2	PUF60
Q9WV25	Puf60
A5A779	RABGGTA
P19440	GGT1
P20735	GGT1
C5IAW9	unc5b-b
Q69CJ9	RPL35
Q9D7J9	Echdc3
P48736	PIK3CG
P15771	NCL
Q5RFQ0	FCF1
Q641G7	arpc4
O42469	esg1
Q3ZBW2	HAO2
P47876	Igfbp1
P21743	Igfbp1
P24591	IGFBP1
Q8NDN9	RCBTB1
Q8CF89	Tab1
Q641X8	Eif3e
Q6PDV7	Rpl10
Q5R931	RPL10
P38530	HSF2
Q8WWQ8	STAB2
P55302	Lrpap1
Q9P2W1	PSMC3IP
P63150	PPP2R2A
Q5F418	PSMD1
Q99460	PSMD1
P00389	POR
P00388	Por
Q5ZLN2	CCZ1
Q0VD30	CCZ1
P16646	Pmp22
Q00169	PITPNA
P52630	STAT2
Q5RB09	SLC2A9
Q9PSX7	RHOC
Q80ZE5	Paqr8
Q98TX3	PDCD4
Q9TVC1	ATP6V1H
Q5F4C0	HVCN1
Q99LM2	Cdk5rap3
Q63737	Pdcl
Q923D2	Blvrb
P30043	BLVRB
Q5RAF8	PARM1
P17560	RENBP
